ODS,Year,Variable,Value
RY1,2014,Condition Appearance and Maintenance,0.9757
RY1,2014,Dementia,
RY1,2014,Disability,
RBQ,2014,Cleanliness,0.9904
RBQ,2014,Food,0.9216
RBQ,2014,Organisation Food,
RBQ,2014,Ward Food,
RBQ,2014,"Privacy, Dignity and Wellbeing",0.8909
RBQ,2014,Condition Appearance and Maintenance,0.9519
RBQ,2014,Dementia,
RBQ,2014,Disability,
REP,2014,Cleanliness,0.9986
REP,2014,Food,0.8928
REP,2014,Organisation Food,
REP,2014,Ward Food,
REP,2014,"Privacy, Dignity and Wellbeing",0.8835
REP,2014,Condition Appearance and Maintenance,0.9648
REP,2014,Dementia,
REP,2014,Disability,
R1K,2014,Cleanliness,0.9923
R1K,2014,Food,0.9121
R1K,2014,Organisation Food,
R1K,2014,Ward Food,
R1K,2014,"Privacy, Dignity and Wellbeing",0.8991
R1K,2014,Condition Appearance and Maintenance,0.9701
R1K,2014,Dementia,
R1K,2014,Disability,
RC9,2014,Cleanliness,0.9809
RC9,2014,Food,0.8777
RC9,2014,Organisation Food,
RC9,2014,Ward Food,
RC9,2014,"Privacy, Dignity and Wellbeing",0.8574
RC9,2014,Condition Appearance and Maintenance,0.8523
RC9,2014,Dementia,
RC9,2014,Disability,
RWF,2014,Cleanliness,0.9927
RWF,2014,Food,0.7961
RWF,2014,Organisation Food,
RWF,2014,Ward Food,
RWF,2014,"Privacy, Dignity and Wellbeing",0.7812
RWF,2014,Condition Appearance and Maintenance,0.9394
RWF,2014,Dementia,
RWF,2014,Disability,
RPA,2014,Cleanliness,0.9766
RPA,2014,Food,0.755
RPA,2014,Organisation Food,
RPA,2014,Ward Food,
RPA,2014,"Privacy, Dignity and Wellbeing",0.8176
RPA,2014,Condition Appearance and Maintenance,0.8716
RPA,2014,Dementia,
RPA,2014,Disability,
RW4,2014,Cleanliness,0.9638
RW4,2014,Food,0.8621
RW4,2014,Organisation Food,
RW4,2014,Ward Food,
RW4,2014,"Privacy, Dignity and Wellbeing",0.9344
RW4,2014,Condition Appearance and Maintenance,0.8717
RW4,2014,Dementia,
RW4,2014,Disability,
RQ8,2014,Cleanliness,0.9313
RQ8,2014,Food,0.8703
RQ8,2014,Organisation Food,
RQ8,2014,Ward Food,
RQ8,2014,"Privacy, Dignity and Wellbeing",0.8065
RQ8,2014,Condition Appearance and Maintenance,0.838
RQ8,2014,Dementia,
RQ8,2014,Disability,
RXF,2014,Cleanliness,0.9705
RXF,2014,Food,0.8844
RXF,2014,Organisation Food,
RXF,2014,Ward Food,
RXF,2014,"Privacy, Dignity and Wellbeing",0.8812
RXF,2014,Condition Appearance and Maintenance,0.8928
RXF,2014,Dementia,
RXF,2014,Disability,
RD8,2014,Cleanliness,0.9761
RD8,2014,Food,0.8013
RD8,2014,Organisation Food,
RD8,2014,Ward Food,
RD8,2014,"Privacy, Dignity and Wellbeing",0.863
RD8,2014,Condition Appearance and Maintenance,0.857
RD8,2014,Dementia,
RD8,2014,Disability,
RP6,2014,Cleanliness,0.9962
RP6,2014,Food,
RP6,2014,Organisation Food,
RP6,2014,Ward Food,
RP6,2014,"Privacy, Dignity and Wellbeing",0.8831
RP6,2014,Condition Appearance and Maintenance,0.991
RP6,2014,Dementia,
RP6,2014,Disability,
RM1,2014,Cleanliness,0.983
RM1,2014,Food,0.896
RM1,2014,Organisation Food,
RM1,2014,Ward Food,
RM1,2014,"Privacy, Dignity and Wellbeing",0.9048
RM1,2014,Condition Appearance and Maintenance,0.9351
RM1,2014,Dementia,
RM1,2014,Disability,
RMY,2014,Cleanliness,0.9963
RMY,2014,Food,0.9157
RMY,2014,Organisation Food,
RMY,2014,Ward Food,
RMY,2014,"Privacy, Dignity and Wellbeing",0.8922
RMY,2014,Condition Appearance and Maintenance,0.9756
RMY,2014,Dementia,
RMY,2014,Disability,
RY3,2014,Cleanliness,0.9677
RY3,2014,Food,0.9388
RY3,2014,Organisation Food,
RY3,2014,Ward Food,
RY3,2014,"Privacy, Dignity and Wellbeing",0.8046
RY3,2014,Condition Appearance and Maintenance,0.831
RY3,2014,Dementia,
RY3,2014,Disability,
RVJ,2014,Cleanliness,0.9921
RVJ,2014,Food,0.9304
RVJ,2014,Organisation Food,
RVJ,2014,Ward Food,
RVJ,2014,"Privacy, Dignity and Wellbeing",0.8624
RVJ,2014,Condition Appearance and Maintenance,0.8676
RVJ,2014,Dementia,
RVJ,2014,Disability,
RNL,2014,Cleanliness,0.9109
RNL,2014,Food,0.8384
RNL,2014,Organisation Food,
RNL,2014,Ward Food,
RNL,2014,"Privacy, Dignity and Wellbeing",0.7839
RNL,2014,Condition Appearance and Maintenance,0.7671
RNL,2014,Dementia,
RNL,2014,Disability,
RAT,2014,Cleanliness,0.9801
RAT,2014,Food,0.9248
RAT,2014,Organisation Food,
RAT,2014,Ward Food,
RAT,2014,"Privacy, Dignity and Wellbeing",0.8471
RAT,2014,Condition Appearance and Maintenance,0.8683
RAT,2014,Dementia,
RAT,2014,Disability,
RRD,2014,Cleanliness,0.9842
RRD,2014,Food,0.862
RRD,2014,Organisation Food,
RRD,2014,Ward Food,
RRD,2014,"Privacy, Dignity and Wellbeing",0.7856
RRD,2014,Condition Appearance and Maintenance,0.9227
RRD,2014,Dementia,
RRD,2014,Disability,
RAP,2014,Cleanliness,0.9363
RAP,2014,Food,0.8293
RAP,2014,Organisation Food,
RAP,2014,Ward Food,
RAP,2014,"Privacy, Dignity and Wellbeing",0.8382
RAP,2014,Condition Appearance and Maintenance,0.8901
RAP,2014,Dementia,
RAP,2014,Disability,
RLY,2014,Cleanliness,0.9899
RLY,2014,Food,0.9712
RLY,2014,Organisation Food,
RLY,2014,Ward Food,
RLY,2014,"Privacy, Dignity and Wellbeing",0.9186
RLY,2014,Condition Appearance and Maintenance,0.9461
RLY,2014,Dementia,
RLY,2014,Disability,
RVW,2014,Cleanliness,0.984
RVW,2014,Food,0.8449
RVW,2014,Organisation Food,
RVW,2014,Ward Food,
RVW,2014,"Privacy, Dignity and Wellbeing",0.869
RVW,2014,Condition Appearance and Maintenance,0.9346
RVW,2014,Dementia,
RVW,2014,Disability,
RNS,2014,Cleanliness,0.9939
RNS,2014,Food,0.886
RNS,2014,Organisation Food,
RNS,2014,Ward Food,
RNS,2014,"Privacy, Dignity and Wellbeing",0.9033
RNS,2014,Condition Appearance and Maintenance,0.9871
RNS,2014,Dementia,
RNS,2014,Disability,
RP1,2014,Cleanliness,0.9859
RP1,2014,Food,0.9265
RP1,2014,Organisation Food,
RP1,2014,Ward Food,
RP1,2014,"Privacy, Dignity and Wellbeing",0.8681
RP1,2014,Condition Appearance and Maintenance,0.9432
RP1,2014,Dementia,
RP1,2014,Disability,
RBZ,2014,Cleanliness,0.9515
RBZ,2014,Food,0.8312
RBZ,2014,Organisation Food,
RBZ,2014,Ward Food,
RBZ,2014,"Privacy, Dignity and Wellbeing",0.8447
RBZ,2014,Condition Appearance and Maintenance,0.9069
RBZ,2014,Dementia,
RBZ,2014,Disability,
RJL,2014,Cleanliness,0.9583
RJL,2014,Food,0.7847
RJL,2014,Organisation Food,
RJL,2014,Ward Food,
RJL,2014,"Privacy, Dignity and Wellbeing",0.8594
RJL,2014,Condition Appearance and Maintenance,0.8918
RJL,2014,Dementia,
RJL,2014,Disability,
RX4,2014,Cleanliness,0.9944
RX4,2014,Food,0.8976
RX4,2014,Organisation Food,
RX4,2014,Ward Food,
RX4,2014,"Privacy, Dignity and Wellbeing",0.9249
RX4,2014,Condition Appearance and Maintenance,0.9264
RX4,2014,Dementia,
RX4,2014,Disability,
RTF,2014,Cleanliness,0.9897
RTF,2014,Food,0.9237
RTF,2014,Organisation Food,
RTF,2014,Ward Food,
RTF,2014,"Privacy, Dignity and Wellbeing",0.9145
RTF,2014,Condition Appearance and Maintenance,0.9585
RTF,2014,Dementia,
RTF,2014,Disability,
RX1,2014,Cleanliness,0.9268
RX1,2014,Food,0.8582
RX1,2014,Organisation Food,
RX1,2014,Ward Food,
RX1,2014,"Privacy, Dignity and Wellbeing",0.8194
RX1,2014,Condition Appearance and Maintenance,0.8636
RX1,2014,Dementia,
RX1,2014,Disability,
RHA,2014,Cleanliness,0.975
RHA,2014,Food,0.92
RHA,2014,Organisation Food,
RHA,2014,Ward Food,
RHA,2014,"Privacy, Dignity and Wellbeing",0.9206
RHA,2014,Condition Appearance and Maintenance,0.9493
RHA,2014,Dementia,
RHA,2014,Disability,
RNU,2014,Cleanliness,0.9723
RNU,2014,Food,0.8955
RNU,2014,Organisation Food,
RNU,2014,Ward Food,
RNU,2014,"Privacy, Dignity and Wellbeing",0.9029
RNU,2014,Condition Appearance and Maintenance,0.9758
RNU,2014,Dementia,
RNU,2014,Disability,
RTH,2014,Cleanliness,0.9079
RTH,2014,Food,0.8906
RTH,2014,Organisation Food,
RTH,2014,Ward Food,
RTH,2014,"Privacy, Dignity and Wellbeing",0.8657
RTH,2014,Condition Appearance and Maintenance,0.8905
RTH,2014,Dementia,
RTH,2014,Disability,
RPG,2014,Cleanliness,0.978
RPG,2014,Food,0.8665
RPG,2014,Organisation Food,
RPG,2014,Ward Food,
RPG,2014,"Privacy, Dignity and Wellbeing",0.8475
RPG,2014,Condition Appearance and Maintenance,0.9223
RPG,2014,Dementia,
RPG,2014,Disability,
RGM,2014,Cleanliness,0.9827
RGM,2014,Food,0.8337
RGM,2014,Organisation Food,
RGM,2014,Ward Food,
RGM,2014,"Privacy, Dignity and Wellbeing",0.9202
RGM,2014,Condition Appearance and Maintenance,0.9635
RGM,2014,Dementia,
RGM,2014,Disability,
RW6,2014,Cleanliness,0.9747
RW6,2014,Food,0.8885
RW6,2014,Organisation Food,
RW6,2014,Ward Food,
RW6,2014,"Privacy, Dignity and Wellbeing",0.8393
RW6,2014,Condition Appearance and Maintenance,0.9117
RW6,2014,Dementia,
RW6,2014,Disability,
RT2,2014,Cleanliness,0.9917
RT2,2014,Food,0.9131
RT2,2014,Organisation Food,
RT2,2014,Ward Food,
RT2,2014,"Privacy, Dignity and Wellbeing",0.8853
RT2,2014,Condition Appearance and Maintenance,0.9207
RT2,2014,Dementia,
RT2,2014,Disability,
RGN,2014,Cleanliness,0.9858
RGN,2014,Food,0.9463
RGN,2014,Organisation Food,
RGN,2014,Ward Food,
RGN,2014,"Privacy, Dignity and Wellbeing",0.9331
RGN,2014,Condition Appearance and Maintenance,0.96
RGN,2014,Dementia,
RGN,2014,Disability,
RK9,2014,Cleanliness,0.9593
RK9,2014,Food,0.8974
RK9,2014,Organisation Food,
RK9,2014,Ward Food,
RK9,2014,"Privacy, Dignity and Wellbeing",0.8117
RK9,2014,Condition Appearance and Maintenance,0.8451
RK9,2014,Dementia,
RK9,2014,Disability,
RD3,2014,Cleanliness,0.9931
RD3,2014,Food,0.9274
RD3,2014,Organisation Food,
RD3,2014,Ward Food,
RD3,2014,"Privacy, Dignity and Wellbeing",0.9419
RD3,2014,Condition Appearance and Maintenance,0.9409
RD3,2014,Dementia,
RD3,2014,Disability,
RHU,2014,Cleanliness,0.992
RHU,2014,Food,0.8699
RHU,2014,Organisation Food,
RHU,2014,Ward Food,
RHU,2014,"Privacy, Dignity and Wellbeing",0.9237
RHU,2014,Condition Appearance and Maintenance,0.9605
RHU,2014,Dementia,
RHU,2014,Disability,
RPC,2014,Cleanliness,0.9845
RPC,2014,Food,0.8377
RPC,2014,Organisation Food,
RPC,2014,Ward Food,
RPC,2014,"Privacy, Dignity and Wellbeing",0.8266
RPC,2014,Condition Appearance and Maintenance,0.8985
RPC,2014,Dementia,
RPC,2014,Disability,
RL1,2014,Cleanliness,0.9888
RL1,2014,Food,0.9068
RL1,2014,Organisation Food,
RL1,2014,Ward Food,
RL1,2014,"Privacy, Dignity and Wellbeing",0.9118
RL1,2014,Condition Appearance and Maintenance,0.8378
RL1,2014,Dementia,
RL1,2014,Disability,
RXE,2014,Cleanliness,0.8752
RXE,2014,Food,0.7432
RXE,2014,Organisation Food,
RXE,2014,Ward Food,
RXE,2014,"Privacy, Dignity and Wellbeing",0.8777
RXE,2014,Condition Appearance and Maintenance,0.8895
RXE,2014,Dementia,
RXE,2014,Disability,
RHW,2014,Cleanliness,0.9837
RHW,2014,Food,0.8334
RHW,2014,Organisation Food,
RHW,2014,Ward Food,
RHW,2014,"Privacy, Dignity and Wellbeing",0.8699
RHW,2014,Condition Appearance and Maintenance,0.9671
RHW,2014,Dementia,
RHW,2014,Disability,
RT3,2014,Cleanliness,0.9802
RT3,2014,Food,0.9533
RT3,2014,Organisation Food,
RT3,2014,Ward Food,
RT3,2014,"Privacy, Dignity and Wellbeing",0.9165
RT3,2014,Condition Appearance and Maintenance,0.9258
RT3,2014,Dementia,
RT3,2014,Disability,
REF,2014,Cleanliness,0.989
REF,2014,Food,0.8908
REF,2014,Organisation Food,
REF,2014,Ward Food,
REF,2014,"Privacy, Dignity and Wellbeing",0.873
REF,2014,Condition Appearance and Maintenance,0.9573
REF,2014,Dementia,
REF,2014,Disability,
RH8,2014,Cleanliness,0.9635
RH8,2014,Food,0.9417
RH8,2014,Organisation Food,
RH8,2014,Ward Food,
RH8,2014,"Privacy, Dignity and Wellbeing",0.8703
RH8,2014,Condition Appearance and Maintenance,0.9133
RH8,2014,Dementia,
RH8,2014,Disability,
RAL,2014,Cleanliness,0.9792
RAL,2014,Food,0.9243
RAL,2014,Organisation Food,
RAL,2014,Ward Food,
RAL,2014,"Privacy, Dignity and Wellbeing",0.9248
RAL,2014,Condition Appearance and Maintenance,0.8843
RAL,2014,Dementia,
RAL,2014,Disability,
RQ6,2014,Cleanliness,0.9957
RQ6,2014,Food,0.9256
RQ6,2014,Organisation Food,
RQ6,2014,Ward Food,
RQ6,2014,"Privacy, Dignity and Wellbeing",0.9315
RQ6,2014,Condition Appearance and Maintenance,0.9584
RQ6,2014,Dementia,
RQ6,2014,Disability,
RAN,2014,Cleanliness,0.9584
RAN,2014,Food,0.8741
RAN,2014,Organisation Food,
RAN,2014,Ward Food,
RAN,2014,"Privacy, Dignity and Wellbeing",0.8628
RAN,2014,Condition Appearance and Maintenance,0.876
RAN,2014,Dementia,
RAN,2014,Disability,
RRJ,2014,Cleanliness,0.9549
RRJ,2014,Food,0.8314
RRJ,2014,Organisation Food,
RRJ,2014,Ward Food,
RRJ,2014,"Privacy, Dignity and Wellbeing",0.8028
RRJ,2014,Condition Appearance and Maintenance,0.9366
RRJ,2014,Dementia,
RRJ,2014,Disability,
RA2,2014,Cleanliness,0.9081
RA2,2014,Food,0.8948
RA2,2014,Organisation Food,
RA2,2014,Ward Food,
RA2,2014,"Privacy, Dignity and Wellbeing",0.832
RA2,2014,Condition Appearance and Maintenance,0.8337
RA2,2014,Dementia,
RA2,2014,Disability,
RD1,2014,Cleanliness,0.9597
RD1,2014,Food,0.9186
RD1,2014,Organisation Food,
RD1,2014,Ward Food,
RD1,2014,"Privacy, Dignity and Wellbeing",0.8896
RD1,2014,Condition Appearance and Maintenance,0.8759
RD1,2014,Dementia,
RD1,2014,Disability,
RM3,2014,Cleanliness,0.9946
RM3,2014,Food,0.9312
RM3,2014,Organisation Food,
RM3,2014,Ward Food,
RM3,2014,"Privacy, Dignity and Wellbeing",0.942
RM3,2014,Condition Appearance and Maintenance,0.9812
RM3,2014,Dementia,
RM3,2014,Disability,
RNZ,2014,Cleanliness,0.9539
RNZ,2014,Food,0.8313
RNZ,2014,Organisation Food,
RNZ,2014,Ward Food,
RNZ,2014,"Privacy, Dignity and Wellbeing",0.8783
RNZ,2014,Condition Appearance and Maintenance,0.9277
RNZ,2014,Dementia,
RNZ,2014,Disability,
RXK,2014,Cleanliness,0.9988
RXK,2014,Food,0.9753
RXK,2014,Organisation Food,
RXK,2014,Ward Food,
RXK,2014,"Privacy, Dignity and Wellbeing",0.9423
RXK,2014,Condition Appearance and Maintenance,0.981
RXK,2014,Dementia,
RXK,2014,Disability,
RCU,2014,Cleanliness,0.998
RCU,2014,Food,0.9033
RCU,2014,Organisation Food,
RCU,2014,Ward Food,
RCU,2014,"Privacy, Dignity and Wellbeing",0.8147
RCU,2014,Condition Appearance and Maintenance,0.9495
RCU,2014,Dementia,
RCU,2014,Disability,
RHQ,2014,Cleanliness,0.9927
RHQ,2014,Food,0.9109
RHQ,2014,Organisation Food,
RHQ,2014,Ward Food,
RHQ,2014,"Privacy, Dignity and Wellbeing",0.9315
RHQ,2014,Condition Appearance and Maintenance,0.9133
RHQ,2014,Dementia,
RHQ,2014,Disability,
RK5,2014,Cleanliness,0.9916
RK5,2014,Food,0.97
RK5,2014,Organisation Food,
RK5,2014,Ward Food,
RK5,2014,"Privacy, Dignity and Wellbeing",0.8932
RK5,2014,Condition Appearance and Maintenance,0.9585
RK5,2014,Dementia,
RK5,2014,Disability,
RXW,2014,Cleanliness,0.9876
RXW,2014,Food,0.8625
RXW,2014,Organisation Food,
RXW,2014,Ward Food,
RXW,2014,"Privacy, Dignity and Wellbeing",0.7889
RXW,2014,Condition Appearance and Maintenance,0.9223
RXW,2014,Dementia,
RXW,2014,Disability,
R1D,2014,Cleanliness,0.9906
R1D,2014,Food,0.9282
R1D,2014,Organisation Food,
R1D,2014,Ward Food,
R1D,2014,"Privacy, Dignity and Wellbeing",0.8548
R1D,2014,Condition Appearance and Maintenance,0.9353
R1D,2014,Dementia,
R1D,2014,Disability,
R1C,2014,Cleanliness,0.9658
R1C,2014,Food,0.9338
R1C,2014,Organisation Food,
R1C,2014,Ward Food,
R1C,2014,"Privacy, Dignity and Wellbeing",0.9404
R1C,2014,Condition Appearance and Maintenance,0.9643
R1C,2014,Dementia,
R1C,2014,Disability,
RH5,2014,Cleanliness,0.9979
RH5,2014,Food,0.9119
RH5,2014,Organisation Food,
RH5,2014,Ward Food,
RH5,2014,"Privacy, Dignity and Wellbeing",0.9167
RH5,2014,Condition Appearance and Maintenance,0.9814
RH5,2014,Dementia,
RH5,2014,Disability,
RWN,2014,Cleanliness,0.9952
RWN,2014,Food,0.8601
RWN,2014,Organisation Food,
RWN,2014,Ward Food,
RWN,2014,"Privacy, Dignity and Wellbeing",0.8762
RWN,2014,Condition Appearance and Maintenance,0.9605
RWN,2014,Dementia,
RWN,2014,Disability,
RV5,2014,Cleanliness,0.9182
RV5,2014,Food,0.9183
RV5,2014,Organisation Food,
RV5,2014,Ward Food,
RV5,2014,"Privacy, Dignity and Wellbeing",0.9338
RV5,2014,Condition Appearance and Maintenance,0.9571
RV5,2014,Dementia,
RV5,2014,Disability,
RRE,2014,Cleanliness,0.9845
RRE,2014,Food,0.9608
RRE,2014,Organisation Food,
RRE,2014,Ward Food,
RRE,2014,"Privacy, Dignity and Wellbeing",0.9206
RRE,2014,Condition Appearance and Maintenance,0.9592
RRE,2014,Dementia,
RRE,2014,Disability,
RTR,2014,Cleanliness,0.9861
RTR,2014,Food,0.9052
RTR,2014,Organisation Food,
RTR,2014,Ward Food,
RTR,2014,"Privacy, Dignity and Wellbeing",0.8841
RTR,2014,Condition Appearance and Maintenance,0.9569
RTR,2014,Dementia,
RTR,2014,Disability,
RE9,2014,Cleanliness,0.9788
RE9,2014,Food,0.9185
RE9,2014,Organisation Food,
RE9,2014,Ward Food,
RE9,2014,"Privacy, Dignity and Wellbeing",0.9032
RE9,2014,Condition Appearance and Maintenance,0.9269
RE9,2014,Dementia,
RE9,2014,Disability,
RJC,2014,Cleanliness,0.9729
RJC,2014,Food,0.8384
RJC,2014,Organisation Food,
RJC,2014,Ward Food,
RJC,2014,"Privacy, Dignity and Wellbeing",0.862
RJC,2014,Condition Appearance and Maintenance,0.9161
RJC,2014,Dementia,
RJC,2014,Disability,
RQY,2014,Cleanliness,0.9841
RQY,2014,Food,0.918
RQY,2014,Organisation Food,
RQY,2014,Ward Food,
RQY,2014,"Privacy, Dignity and Wellbeing",0.8772
RQY,2014,Condition Appearance and Maintenance,0.8831
RQY,2014,Dementia,
RQY,2014,Disability,
RXG,2014,Cleanliness,0.9998
RXG,2014,Food,0.9726
RXG,2014,Organisation Food,
RXG,2014,Ward Food,
RXG,2014,"Privacy, Dignity and Wellbeing",0.9048
RXG,2014,Condition Appearance and Maintenance,0.9949
RXG,2014,Dementia,
RXG,2014,Disability,
RAJ,2014,Cleanliness,0.8343
RAJ,2014,Food,0.8725
RAJ,2014,Organisation Food,
RAJ,2014,Ward Food,
RAJ,2014,"Privacy, Dignity and Wellbeing",0.7715
RAJ,2014,Condition Appearance and Maintenance,0.7603
RAJ,2014,Dementia,
RAJ,2014,Disability,
RW1,2014,Cleanliness,0.9454
RW1,2014,Food,0.8866
RW1,2014,Organisation Food,
RW1,2014,Ward Food,
RW1,2014,"Privacy, Dignity and Wellbeing",0.8659
RW1,2014,Condition Appearance and Maintenance,0.8679
RW1,2014,Dementia,
RW1,2014,Disability,
RVY,2014,Cleanliness,0.9866
RVY,2014,Food,0.8331
RVY,2014,Organisation Food,
RVY,2014,Ward Food,
RVY,2014,"Privacy, Dignity and Wellbeing",0.8774
RVY,2014,Condition Appearance and Maintenance,0.8863
RVY,2014,Dementia,
RVY,2014,Disability,
RJ7,2014,Cleanliness,0.9582
RJ7,2014,Food,0.8711
RJ7,2014,Organisation Food,
RJ7,2014,Ward Food,
RJ7,2014,"Privacy, Dignity and Wellbeing",0.8709
RJ7,2014,Condition Appearance and Maintenance,0.9226
RJ7,2014,Dementia,
RJ7,2014,Disability,
RBN,2014,Cleanliness,0.9999
RBN,2014,Food,0.9369
RBN,2014,Organisation Food,
RBN,2014,Ward Food,
RBN,2014,"Privacy, Dignity and Wellbeing",0.9804
RBN,2014,Condition Appearance and Maintenance,0.9933
RBN,2014,Dementia,
RBN,2014,Disability,
R1E,2014,Cleanliness,0.9849
R1E,2014,Food,0.9164
R1E,2014,Organisation Food,
R1E,2014,Ward Food,
R1E,2014,"Privacy, Dignity and Wellbeing",0.9294
R1E,2014,Condition Appearance and Maintenance,0.9391
R1E,2014,Dementia,
R1E,2014,Disability,
RWJ,2014,Cleanliness,0.9684
RWJ,2014,Food,0.9055
RWJ,2014,Organisation Food,
RWJ,2014,Ward Food,
RWJ,2014,"Privacy, Dignity and Wellbeing",0.8603
RWJ,2014,Condition Appearance and Maintenance,0.9175
RWJ,2014,Dementia,
RWJ,2014,Disability,
RXX,2014,Cleanliness,0.9459
RXX,2014,Food,0.9042
RXX,2014,Organisation Food,
RXX,2014,Ward Food,
RXX,2014,"Privacy, Dignity and Wellbeing",0.9212
RXX,2014,Condition Appearance and Maintenance,0.9212
RXX,2014,Dementia,
RXX,2014,Disability,
RTP,2014,Cleanliness,1
RTP,2014,Food,0.8521
RTP,2014,Organisation Food,
RTP,2014,Ward Food,
RTP,2014,"Privacy, Dignity and Wellbeing",0.853
RTP,2014,Condition Appearance and Maintenance,0.9701
RTP,2014,Dementia,
RTP,2014,Disability,
RDR,2014,Cleanliness,0.9902
RDR,2014,Food,0.9683
RDR,2014,Organisation Food,
RDR,2014,Ward Food,
RDR,2014,"Privacy, Dignity and Wellbeing",0.9021
RDR,2014,Condition Appearance and Maintenance,0.8989
RDR,2014,Dementia,
RDR,2014,Disability,
RX2,2014,Cleanliness,0.9688
RX2,2014,Food,0.8969
RX2,2014,Organisation Food,
RX2,2014,Ward Food,
RX2,2014,"Privacy, Dignity and Wellbeing",0.8562
RX2,2014,Condition Appearance and Maintenance,0.8961
RX2,2014,Dementia,
RX2,2014,Disability,
RMP,2014,Cleanliness,0.919
RMP,2014,Food,0.8887
RMP,2014,Organisation Food,
RMP,2014,Ward Food,
RMP,2014,"Privacy, Dignity and Wellbeing",0.8278
RMP,2014,Condition Appearance and Maintenance,0.8696
RMP,2014,Dementia,
RMP,2014,Disability,
RBA,2014,Cleanliness,0.9899
RBA,2014,Food,0.9053
RBA,2014,Organisation Food,
RBA,2014,Ward Food,
RBA,2014,"Privacy, Dignity and Wellbeing",0.9175
RBA,2014,Condition Appearance and Maintenance,0.9211
RBA,2014,Dementia,
RBA,2014,Disability,
RX3,2014,Cleanliness,0.9868
RX3,2014,Food,0.9347
RX3,2014,Organisation Food,
RX3,2014,Ward Food,
RX3,2014,"Privacy, Dignity and Wellbeing",0.9105
RX3,2014,Condition Appearance and Maintenance,0.9123
RX3,2014,Dementia,
RX3,2014,Disability,
RBV,2014,Cleanliness,0.9869
RBV,2014,Food,0.9531
RBV,2014,Organisation Food,
RBV,2014,Ward Food,
RBV,2014,"Privacy, Dignity and Wellbeing",0.9392
RBV,2014,Condition Appearance and Maintenance,0.9599
RBV,2014,Dementia,
RBV,2014,Disability,
RNA,2014,Cleanliness,0.9969
RNA,2014,Food,0.8428
RNA,2014,Organisation Food,
RNA,2014,Ward Food,
